Unnamed: 0,Date,User,Tweet
67705,2019-05-16 03:35:42+00:00,AdityaNT22,"Mamta Banerjee is trying to run a Dictatorship government in WB. Attacking politician, false imprisonment has become her daily work. A gundaraj is existing in WB. Shame on @AITCofficial     and its leaders. #MamataBanerjee #LokSabhaElections2019"
114221,2019-03-24 14:48:52+00:00,Kumaraswamy_SM,@Sanjay34336018 #Congress divide and rule policy needs to be rejected again in #LokSabhaElections2019 #RememberMeWhenYouVote #CongressMuktBharat
134050,2019-02-14 15:24:06+00:00,Haryanvi01,"#AnotherSurgicalStrike #PMOIndia #Narendramodi

We want revenge. 
We want another #surgicalstrike #Surgicalstrike2"
79193,2019-04-29 05:54:48+00:00,tv9gujarati,"#LokSabhaElections2019 : 17.07% voter turnout recorded in five parliamentary constituencies of Darbhanga, Ujiarpur, Samastipur, Begusarai and Munger, in #Bihar, till 11am. #ElectionsWithTv9 #લોકસભાચૂંટણી"
24945,2019-04-08 08:32:29+00:00,ConnectGujarat,"Jobs, note ban, #GST didn't find any mention in #BJP's manifesto: #Congress' #RandeepSurjewala
#LokSabhaElections2019
#ConnectGujarat #beyondJustNews"
107684,2019-03-31 14:41:58+00:00,ankurin2006,Sometimes I wonder why @RahulGandhi adament to make his career in politics. Even a common man successfully develop name for themselves by this age. He can easily put a fight to @KapilSharmaK9 #LokSabhaElections2019 #MainBhiChowkidar #MainBhiBerozgar
19356,2019-04-16 05:00:59+00:00,JKV71,#bjp #RahulGandhi  It's pity the EC Sunil Arora is comparing EVM VVPAT sampling to Blood test...Sampling is sampling.... you have to have sampling plan.....you cannot just pickup one VVPAT sample &amp; say all others are ok......Are they working fair?.....or are they working for BJP?
106529,2019-04-02 06:27:50+00:00,NewsJ1964,"Decided that I must take advice of #ArundhatiRoy &amp; co 

I will not vote for hate politics 

So 

Don’t  not vote for #Congress &amp; #RahulGandhi for their hatred of #India &amp; vikas 

Don’t not vote for #Mahathugbandhan for hatred of #PMModi &amp; #TukdeTukdeGang 

#PhirEKBaarModiSarkaar"
62945,2019-01-10 16:03:39+00:00,ashokhajeri,"#TMC Lok Sabha MP #SoumitraKhan joins #BJP in Delhi. Union Minister Dharmendra Pradhan and West Bengal BJP leader Mukul Roy also present. 
The senior TMC leader’s move to join the BJP will be a jolt to #MamataBanerjee ahead of the Lok Sabha elections later this year."
46524,2019-03-05 05:58:07+00:00,AshishPadr,"If @ShashiTharoor decides to fight elections as a PM canidate I will support congress, which he can't, I know. Therefore I have decided to vote for @narendramodi, for he alone is a #BJP in itself."
116676,2019-03-21 14:18:37+00:00,ShylajaVarma,PM @narendramodi from Varanasi and @AmitShah from Gandhinagar #BJPFirstList #LoksabhaElections2019
104896,2019-04-03 17:10:45+00:00,haroonpm08,"@Tejasvi_Surya @arun86gupta @AmitShah We don't want you as our voice , you are a religious bigot and spew venom on other religions and you belong to party which is the source of misinformation in #India #ShameOnYou  #LoksabhaElections2019"
33091,2019-03-27 06:44:57+00:00,iamTapanPandya,"@sardesairajdeep @narendramodi We citizens of #India can wait what problem do you have cheap man? Don’t want to wait then you go to sleep or do what ever you like to do ! Don’t misguide us here with your mental mind 😏

#BJP #AbkiBaarPhirModiSarkar #RahulCheatsPoor #NamoAgain #BJPVijaySankalp"
44065,2019-03-10 16:34:17+00:00,RajPGangwar11,"I urge with the #sc #st #OBC don't vote for #BJP. Otherwise your next generation will be unemployed totally. Take a example of #UP #SHIKSHAMITRA 
@yadavakhilesh @Mayawati"
103520,2019-04-05 07:57:05+00:00,rahoulc,#LokSabhaElections2019 Everyone is talking about what other parties are doing or what they did and everything about what happened in Past.. but no one talking about future india with full plan on paper.. bass hawabazi kar rahe hai sab..@INCIndia @BJP4India @yadavakhilesh
11043,2019-04-28 19:55:48+00:00,Balaindrajith,"@_YogendraYadav Vote for #NOTA 
IS 
Vote for #BJP #Modi"
113080,2019-03-25 16:19:55+00:00,ramchandani2000,BREAKING NEWS: #RahulGandhi does not have scooter. he has a cycle
39157,2019-03-18 19:16:58+00:00,skdodisha,@INCIndia @INC_Andhra @INCOdisha @INCTelangana @INCUttarPradesh @INCWestBengal @INCLakshadweep The worst ever candidate list I ever seen before...who knows the so called candidates..since beginning without knowing the personally I proposed a list after survey in ground zero...it’s seems like a pure nexus with #BJD nothing else..#INC will be in no 3 after this election...
51465,2019-02-19 08:59:41+00:00,RandhawaaJashan,@_pallavighosh can you please help Navjot Sidhu out of this bullying being done by #BJP IT cell. I am a punjabi and he is a minister in My home state. He is a brutally honest person. I dont know how but please help him @sherryontopp
15291,2019-04-22 01:35:12+00:00,Itssaurabh,"@Ram_Guha @SreenivasanJain 2/2- v know ur helplessness as u got Congress’s freebies n u hv to repay now - you guys are also known for Modi Hate and Hate against section of society- Sit back, relax , nothing will happen as Modi and Armed Forces will strike back wen v r in danger #ModiHaters #NarendraModi"
82786,2019-04-24 09:31:24+00:00,khalidansari27,Too many bogas voting in india.pls link Aadhaar to voter ID card. #LokSabhaElections2019
106541,2019-04-02 05:45:55+00:00,NewsHtn,"Supreme Court declines urgent hearing of Hardik Patel’s plea to stay his conviction order by Gujarat High Court. If his conviction isn’t stayed, Patel will not be allowed to contest #LokSabhaElections2019"
64037,2019-01-07 08:31:49+00:00,NewsMobileIndia,#BSP: Mayawati ji yesterday called up Akhilesh Yadav ji and told him that these raids by #BJP are nothing new and are their old political tactic which people now understand. We have to fight against this strongly and make their conspiracies unsuccessful
26229,2019-04-06 10:25:21+00:00,timesofindia,"Narendra Modi has done nothing for the farmers but has done work for big industrialists like Anil Ambani: @RahulGandhi 

#LokSabhaElections2019
#ElectionsWithTimes"
12545,2019-04-25 17:22:47+00:00,avatans,Looking at Twitter reaction of the Pidis after INC announced Varanasi LS candidate it seems they are in a battlefield ready to roar only to realize their field general just ran away. #Varanasi #LokSabhaElections2019 #ModiHiAayega
123930,2019-03-10 16:42:49+00:00,masterstuff2,"Why does everyone call @ppbajpai  kraantikari journalist??

#LokSabhaElections2019"
139542,2019-01-16 07:07:39+00:00,narorajee,"@Naveen_Odisha is a tough man that you have to face Mr @narendramodi . Odisha is his strong hold 
#LokSabhaElections2019 
#Odisha 
@dpradhanbjp 
@jualoram"
127377,2019-03-06 18:16:21+00:00,Anish25101,"Just give me one answer..No CCTV at defense building?#RafaleFilesStolen
#defense 
#RafaleDeal 
#rahulgandhi
#NirmalaSitharaman"
131317,2019-02-25 20:33:01+00:00,Deshkiawaz2,Does it takes one term to do good  for farmers ? why have you waited till elections ? #NarendraModi  ji
11010,2019-04-29 01:23:21+00:00,JKV71,#bjp #RahulGandhi  BJP appear to take undue advantage...After Pulwama attack it wanted Opposition to keep quiet &amp; support the Govt....but at the back its Top leaders were backstabbing it by holding Election rallies all over India &amp; taking credit for what/how the Army responded!
100179,2019-04-09 15:34:34+00:00,BaniAslam,@INCMaharashtra @RahulGandhi @INCIndia @RahulGandhi #rahulgandhi This is how your party's OFFICIAL handles are spreading LIES
6606,2019-05-07 21:23:49+00:00,HistoryCulture1,"@TimesNow @ArvindKejriwal @priyanktripathi There may be big Q of guys with hidden desire to slap Hon'ble CM. Begins with Anna. Includes ex Sheila, poet Biswas, the ousted lawyers, the IAS officer allegedly beaten jointly by #AAP guys. Some day, may be even Mr Sisodia. Better to blame one of them. #BJP has written him off."
101953,2019-04-07 13:03:37+00:00,CIVILKHAN1,"@amartadi @YSRCParty Hope history (#Karnataka)  doesn't repeat in #AndhraPradesh elections.

Let's wait n watch the elections.

#LokSabhaElections2019"
76114,2019-05-02 16:40:14+00:00,nallaganesh,"@jskanth @dhume Right. I wonder how a guy who needs assistance
👉🏽 To fill in his own Election Nomination Form
👉🏽 To write a one line Condolence Message
👉🏽 To shuffle-back a script (simple no-brainer speech to deliver to Industrial honchos)

wants to be PM of India!!!

#LokSabhaElections2019"
328,2019-05-18 08:34:18+00:00,Ansh_Rathore,@IamSkDaiya One sided hair cut #javedhabib in #bjp
49996,2019-02-24 17:39:48+00:00,TaoriPrathamesh,"@AmitShah Shri narendra modiji ur always a inspiration for me!! #bjp #NAMO 
#bjp4india"
132824,2019-02-17 07:37:58+00:00,mi6rajesh,"Prime Minister #NarendraModi lays the foundation stone for Patna Metro Rail Project in Barauni. Bihar Chief Minister #NitishKumar also present

#PatnaMetro"
20127,2019-04-14 15:53:52+00:00,SureshRamalin20,@bsindia @rajnathsingh One more reason why we don’t want national parties to come to power both #BJP and #Congress let the state parties win to form coalition at the centre
32221,2019-03-28 08:50:34+00:00,shankarji1729,"@BJP4India @rajnathsingh Kya Modi ji ,this is not true Because in 130 core many are children,
People are suffering from Cast, Religion, and different ideology will they also vote you
Last ,if it's true are you going to score 543/543 in this #LoksabhaElections2019   #IndiaWithNaMo #PhirEkBaarModiSarkar"
141012,2019-01-07 16:11:10+00:00,cheez_m,People who gave nothing in 70 years are asking #NarendraModi to give everything in 5 years. 70 years later India gets a unique citizenship Identity in #Aadhar which should have been done long ago. Are people blind or plain stupid?
142053,2019-01-02 17:58:18+00:00,satish_khetra,@RahulGandhi #Owlbaba first go and learn ABCD of offset partner. Don't know the basics of defence deal and you are debating on it. Kuch tau sharm karo #Fakegandhi #RahulGandhi #RafalePolitics #RahullieonRafale #Pappufailhogaya #PappuGappuHai #PappuPhirFail #PappuTheLiar
75291,2019-05-04 13:28:53+00:00,vimalsisodia,@narendramodi Sir agar hindustan mein ab bhi  cash ka flow nahi badha to economy growth aur down jayegi business thap ho jayenge koi aise business nahi jo acha chal raha ho please do something on this matter #narendramodi ji  give us something @narendramodi
73255,2019-05-07 07:20:11+00:00,myministers,"#MyMinisters - Voters' Priority #10: BETTER LAW AND ORDER/POLICING

The overall performance rating is 2.26 on a scale of 5.

#AsliMuddonParHonChunav #MereMuddeMeraVote #MeraVoteMeraDesh #LokSabhaElections2019"
7077,2019-05-06 16:22:40+00:00,as110895,"@sherryontopp political parties change hote hi logo ka Imaan bhi Badal jata hai... Few months or a year back you were serving to BJP, aren't you? And suddenly after joining @INCIndia, @BJP4India becomes most corrupt party... #congress #NavjotSinghSiddhu #Bharat #BJP"
77581,2019-04-30 10:23:00+00:00,RuchiLee,@ANI Elections to be over before any action would be taken against the duo #LokSabhaElections2019 #EC
125095,2019-03-10 12:46:52+00:00,thiruthakka,"Incompetency, thy name is CEC!! #LokSabhaElections2019"
124792,2019-03-10 13:16:37+00:00,Santosh88103354,"@anshurawat000 @pranshurane Also sent Almond oil to @RahulGandhi so he can use instead of hair oil. Because he always makes mistake in price of #Rafael and announce different price in his rally.
यकीन नही है तो सारे भाषण उठा कर देख लो मित्रो.😂😆😁
#LokSabhaElections2019 
#Elections2019 
#BREAKING 
Jay hind"
43157,2019-03-12 04:45:48+00:00,GulteOfficial,Multi-phase #Elections2019 Schedule: Will this work in favour of #BJP?
71740,2019-05-09 21:23:43+00:00,vinaypujarigwl,"Why is #AAP so sure that pamphlets were distributed by @GautamGambhir ?Why not #Congress ? Why not someone who was denied candidature frm #AAP ? This is a typical case of ""चोर की दाड़ी में तिनका ""! @vinay1011 @YRDeshmukh @amritabhinder #LokSabhaElections2019 #GambhirforEastDelhi"
101305,2019-04-08 08:09:42+00:00,kannan_bose,"#LoksabhaElections2019 I used be very clear on whom I should vote once the Poll date is announced and candidate's are announced,whether it is Assembly or Loksabha.This time I have not yet decided nd bit confused too. Have been voting since 1996.never ever missed a single election"
105546,2019-04-03 03:35:34+00:00,rahulvatsa,"@yadavtejashwi @narendramodi Well some how reservation became an issue in Bihar in 2015, but the people of #Bihar know the facts well n you are wasting ur time n energy trying to make it a poll issue in the #LokSabhaElections2019"
57777,2019-01-31 06:39:31+00:00,skhatsxk8,"@washingtonpost Given that almost half of India’s population lives under poverty line and gap between few elites and most poor have skyrocketed since #BJP came to power,its the need of the hour for #UniversalBasicIncome"
121914,2019-03-12 18:27:13+00:00,thanos_titan03,@priyankagandhi Then why don't u ask you brother @RahulGandhi  to introspect who is lying shamelessly everyday on almost everything by twisting and manipulating facts. Ask him to rectify and prove urself the precursor of TRUTH. #Elections2019  #rahulgandhi  #2019Elections  #CongressCollapse
71990,2019-05-09 13:23:12+00:00,arunjitmanna,@rahulkanwal Does this matter in 2019. Do wise press reporting. Media is the biggest culprit for #India to decide on and vote wisely #LokSabhaElections2019
65238,2019-01-03 08:05:51+00:00,Vasudev00411816,"@INCIndia The chor Raul Vinci, a school drop-out, is conducting #RafaleDeal Exam to #Modi? A figure among cyphers, #RahulGandhi, imagines himself to be a master? A real jackass that loves his bray!!
#ModiExam"
45402,2019-03-07 12:40:58+00:00,kumargovindan,"@thenewsminute @unkannan Unlike Karunanithi, MGR had his national bearings well-set, and was more patriotic than his ever-parochial 
Contemporary. MGR was more 'central' while keeping the Tamil sentiment in mind: the #BJP can reach out to this quality - hopefully well-spread within the AIADMK"
133141,2019-02-16 05:06:10+00:00,DhavalJariwal05,It's sad to hear that our #crpf solder martyred in the #PulwamaAttack my deepest condolences to families of martyre #JaiHind #sad..please take a revenge #narendramodi
111636,2019-03-27 05:56:42+00:00,RahulBriyarpuri,"@DrGPradhan @narendramodi The time is running end for #LokSabhaElections2019 so we have to make every effort to revive the nation and elect the right one that is #Chaukidar, whose eyes r watchful 24""7 for the pride of our #Nation."
44025,2019-03-10 17:12:34+00:00,FunctionalSofia,"@RAUF785578 @RahulGandhi @IYC I feel all best #constitution #amendment came in last 2 yrs, judicial process become transparent and fasttracker, new court are opened. So guys good work need #propaganda and huge list of pending work as well of #BJP in 2019"
20347,2019-04-14 07:16:25+00:00,pockyarsarat,@squintneon #BJP mission is set.  Incarcerate and gag. Jail and silence.
138865,2019-01-23 05:38:25+00:00,ShahVrushabh99,@aajtak Now where is Intolerances Group members waiting for there comment on this #TukdeTukdeGang #LokSabhaElections2019
112798,2019-03-26 01:47:26+00:00,rajan__mittal,"#LokSabhaElections2019 is population control still a part of manifesto of any party ? Resources are not unlimited , I think."
57695,2019-01-31 10:10:59+00:00,ashokhajeri,"#BJP has emerged victorious in #Haryana’s  #Jind  assembly byelections with candidate Krishan Middha defeating Jannayak Janata Party (JJP) rival DigvijaySingh Chautala by a margin of 12,935 votes. BJP wrested the seat from main opposition INLD, which was decimated in  by-election"
94925,2019-04-13 05:12:20+00:00,rishiambekar,"@abpnewstv such a pathetic approach. Your news  correspondent asking individuals that ""who will they vote?"" Is this ethical? #LokSabhaElections2019

Such a manipulative approach to reach citizens of India."
22889,2019-04-10 16:29:54+00:00,ComradeNikhi,"When imran Khan openly support #BJP no media will call BJP as anti national party but when a person who is not even associated with #Congress talks about #PulwamaAttack they call them as anti nationalists. SHAME ON INDIAN MEDIA FAKE FAKE 
#LokSabhaElections2019 #RafaleJoltForNDA"
40216,2019-03-17 08:15:46+00:00,dubhari,@HLKodo This pracharam is for #Congress or #BJP?
125673,2019-03-10 12:17:00+00:00,Rama_Krishnan,#LokSabhaElections2019 #LokSabhElection2019- Tamil Nadu to have polls on April 18.
37176,2019-03-22 02:45:46+00:00,krishind07,@TOIIndiaNews U dont need to care for #BJP &amp;one thing must be noted that unlike in @INCIndia where the  #raibareli seat is reserved for her highness even though she is now not fit enough to do active politics in @BJP4India old guards r making way for next generation to carry forward the tourch
74523,2019-05-05 18:04:08+00:00,Cyberlamp22,"@timesofindia #LokSabhaElections2019  #ElectionsWithTimes but if you look only tow parameters inflation and growth rate, the story is entirely reversed, will ask my Ex PM why he thinks so? Is there any data or last attempt to create false perception?"
62403,2019-01-12 17:46:49+00:00,Herman_Gomes,"Rahul Gandhi seems to be just like wine. He gets better with age and clearly, port wine: sweet !

#RahulGandhi"
59109,2019-01-25 17:10:14+00:00,ajaychat555,"@INCIndia @RahulGandhi @ZeeNewsHindi @narendramodi My suggestion #RahulGandhi  should fight election from Varanasi against #Modi and Mrs.Vadra from #Amethi against #SmritiIrani
Th results will decide itself who is better n the people vote for whom
Big guns must fire in big fights"
64730,2019-01-04 17:12:44+00:00,screengobblr,"@taran_adarsh If a 42 year old #VivekOberoi is playing Modiji in a movie, will Taimur play Rahul Gandhi??🤔🤔
#Modi #RahulGandhi"
82207,2019-04-25 07:15:14+00:00,muralidg,Chickened out 🤔 #Varanasi #LokSabhaElections2019
33788,2019-03-26 08:18:48+00:00,RichaMishraBL,"jobs an issue, manufacturing not happening, fiscal deficit less said the better, GDP growth almost flat -- are we still the fastest growing economy? If yes, how? #Congress wants to dole out money, #BJP no less!"
50002,2019-02-24 17:22:05+00:00,NewDawn8,@sumanthraman @rajinikanth @ikamalhaasan Where were you when @htTweets  wrote an insensible article mentioning #rajinikanth supporting #bjp?
54252,2019-02-10 18:32:17+00:00,nishantandrews,"@t_d_h_nair @PiyushGoyal Let the truth prevail, why so much of desperation. A @goi union minister doing this. Are #twitter users so idiot? #NZvIND #55YearsVs55Months #BJP #WeWereFriendsUntil #MODIfiedCities"
82621,2019-04-24 14:49:49+00:00,shrikantalat,"@moneycontrolcom @narendramodi @akshaykumar @mrsfunnybones That was really superb part into the entire Non political candid interview by PM.

The Memes shared by Khiladi followed after that was also enjoyed by Namo.

Overall quiet an good interview in the heated election campaign.

#ModiWithAkshay #LokSabhaElections2019 #NamoAgain2019"
32243,2019-03-28 08:12:46+00:00,ManasKshatriya,@AmitShah @BJP4India Hatts of #BJP namo again
34199,2019-03-25 17:38:45+00:00,shad_ind,@IndianExpress Because he is not giving such to ShootBoot(3.5lakhCr). @INCIndia want to remove poverty form society and This is not a jumla. #INC done in past (2004-2014) 10 Cr people enter in middle class.
71879,2019-05-09 16:24:14+00:00,rohitsxn8,"@moronhumor @RahulGandhi Sam is ensuring no one misses Mani 

#LokSabhaElections2019"
59174,2019-01-25 14:37:09+00:00,CPChinda,"During 2014 LS polls political pundits, media both print and electronic, leaders of national and regional parties and several other personalities predicted BJP under Modi will not get more than 160 seats. In one voice they all declared ""Modi will never become PM"". #NarendraModi"
35202,2019-03-24 09:03:54+00:00,lostinmyowntune,"BJP:
@GautamGambhir joined
@MajorPoonia joined

Congress:
#SapnaChaudhry joined

Congress will put up a great show on stage with jokers and dancers on 23rd may when BJP will form govt again.
 #LokSabhaElections2019
#MainBhiChowkidar 
#AbkiBaarPhirModiSarkar"
30731,2019-03-30 14:37:29+00:00,MrinaalDatt,"Can't help but remember Dr. Manmohan Singh's ""paise ped par Ni udte hai"" speech when Rahul Gandhi talks about his idiotic ""garibi hatao"" scheme.
#DynastyMuktBharat #Superpowerby2050 #LokSabhaElections2019 #BadIndianHabits #NyayScheme"
20818,2019-04-13 05:57:54+00:00,JangliRaja,"The #BJP promised to ensure shelter to everybody equipped with electricity, water and toilets. The @narendramodi government recently claimed to have achieved 100 per cent village electrification. So #ModiOnceMore"
115121,2019-03-23 11:19:15+00:00,Adityapandey_3,@amitabhsuman101 @AshwiniKChoubey @narendramodi @AmitShah My vote will go to @narendramodi unfortunately for me in #Buxar it will be Ashwini ji..he should've done more than what has been done..#LokSabhaElections2019 #PhirEkBaarModiSarkar
61835,2019-01-15 11:33:45+00:00,PritamMishra_,"#BJP's hate-mongering, bigotry and communal politics that have reared their ugly heads while Kerala struggles to keep its head above water.....
#PavanayiModiAyi"
12819,2019-04-25 09:29:49+00:00,ShaileshB99,@TV9Marathi Baap Baap asato.. Udhav don't have calibre..he can only play with emotions of we maharashtrians.. 100% times he abused #BJP &amp; then 100% times he get marry the same Lotus Lady..
38863,2019-03-19 10:06:17+00:00,kchari2,"#LokSabhaElections2019 Rahul failed to understand the sacrifices by his family. He plays with Cong to support BJP to continue in power thru his advisers.
He never decide to support Loyal leaders. Those who advise him do not know Political administration.Let Rahul be alert  now"
93216,2019-04-15 15:57:47+00:00,DoctorJPSuthar,"Did i heard it right ""Hypersecularism"" 😂😂😂 PM on DD news #LokSabhaElections2019 #DDNews"
77743,2019-04-30 06:41:10+00:00,_itsKunalSingh,"@pbhushan1 If @BJP4India got more than 120 seats....what will u do???
Leave practice.
U are a good Lawyer not a good politician.......or remember what @ArvindKejriwal done to u.
#LokSabhaElections2019"
140435,2019-01-10 10:31:19+00:00,cheez_m,An a$$^&amp;l@ who did not learn from the women of his own family that he spent the most time with. Is he trying to impress those men who still believe women are not equal? #womenempowerment #NirmalaSitharaman #RahulGandhi
87066,2019-04-20 20:06:12+00:00,SRashmitaPatro,Almost all major parties r having candidates wid criminal charges but der is also #IAS @AprajitaSarangi vs #IPS Arup Pattnaik in #Bhubaneswar which shld be appreciated. I wonder if dis case will reverse how prosperous my state will be. #LoksabhaElections2019 #OdishaElections2019
47494,2019-03-02 18:03:47+00:00,RoshanSdrprop,"#GaddarList 
I am posting the list of people who want India to have a dialogue with Pakistan, many of them signed Mercy petition of Yakub Memon, Afzal Guru and Kasab. Judge for yourself whether they qualify for the list.
1. Sonia Gandhi
2. #RahulGandhi
3. Arvind Kejriwal"
6781,2019-05-07 11:50:15+00:00,AbhishekMadank3,This is something very shocking and i am sure if i would have abused Modi he would'nt have deleted my comment. #ModiAaneWalaHai #Congress #RahulGandhi #Chowkidar #ModiHiAayega #ModiWave
5264,2019-05-10 10:50:32+00:00,Kulkarni03Man,"@timesofindia #SharadPawar  voted in Mumbai South Constituency. There was no #BJP  candidate contesting from Mumbai South. How did his vote go to BJP ? 

Possible explanations for his statement :
1. He has been manipulated, not the #EVMs . 
2. He’s lying."
58406,2019-01-28 17:08:37+00:00,objectivedesi,"Minimum Income guarantee is a very smart move by #INC, #RahulGandhi"
101257,2019-04-08 09:05:34+00:00,SkJk34114427,#BJPsankalpPatr2019 #LokSabhaElections2019 what sankalp on River link in South India
71138,2019-05-10 18:24:13+00:00,imastermindian,"@MyFellowIndians @GautamGambhir @sanjayuvacha @Subytweets @neo_pac @Loquacious_Lion @Mnomics_ @PreetiSMenon @retheeshraj10 Gautam Gambhir stood up when #India needed the most, on 2 Apr 2011. We were able to claim the 2011 @cricketworldcup just because of him. Unlike those politicians who stand up on a car for their own promotion. Understood? Best wishes for his win #LokSabhaElections2019 @BJP4India"
138977,2019-01-21 17:44:56+00:00,themaheshh,"@simbacop @itispalkova Do not be over smart, If you need Public City this is not topic, 
want proof just google it or else visit once #SiddagangaMutt and Somewhere i believe you are making joke of lingaikya #ShivakumaraSwamiji, Enough is Enough!
#NarendraModi
#RahulGandhi"
71199,2019-05-10 16:36:31+00:00,saying_as_it_is,"#HuaToHua | I can't wait to tweet #HuaToHua the day we see - #CongressMuktBharat 🙂🙃🙂🙃🙂🙃🙂🙃🙂🙃🙂🙃🙂🙃🙂🙃

#LokSabhaElections2019"
44170,2019-03-10 15:05:03+00:00,shemin_joy,".@cpimspeak priorities in #LokSabhaElections2019 are 1) defeat the BJP alliance, 2) increase the strength of the CPI(M) and the Left in the Lok Sabha and 3) ensure that an alternative secular government is formed at the Centre: @SitaramYechury @DeccanHerald"
139155,2019-01-20 04:19:10+00:00,hatefreeworldX,"@gauravbh If this was about stalling #NarendraModi it would have happened in 2013-14
~
It is about saving #Democracy that’s why it’s happening #NOW after 5 years of body blows to democracy, Indians and institutions"
63097,2019-01-10 05:33:51+00:00,kuldeep1793,@QuintNeon now finally india got this talent thank you #BJP👏
46248,2019-03-05 16:55:14+00:00,rampriyahari,@YuthikaSharma @swati_gs @ChouhanShivraj #INC launches #childrenlynching by #Bakrirakshaks
35694,2019-03-23 14:26:50+00:00,vikram140gulati,If in #Mathura we have noted dancer #SapnaChaudhary as a #Congress candidate against #BJP #HemaMalini it'll be an interesting contest - we could also have #Bhabhiji ( noted TV actor) here who has just joined #Congress - interesting great times ahead #LokSabhaElections2019
56823,2019-02-02 18:26:46+00:00,punitjuneja,In news ! #RobertVadra puts #Congress in a fix by applying for #Bail! Will give a handle to BJP which has already started #ChoriKeKhelMeJijaSalaBailPe! What fun Indian Politics is! Bail has become a disqualification. Hopefully #BJP will not field any candidate who is on Bail.
19284,2019-04-16 07:26:58+00:00,Cdhar7,"@dhruv_rathee #BJP is not just anti-national they are anti-people too. Such systematic criminal minded, vindictive politicians we have never seen earlier.
#BJPDogWhistle
#BJP_भगाओ_देश_बचाओ"
83928,2019-04-23 10:03:54+00:00,VinayDokania,"@rohanmitraa @INCWestBengal @ECISVEEP It is shocking that the @ECISVEEP is sleeping over such violence taking place during the #Phase3 of #loksabhaelections2019 in Murshidabad.
What a shame. Spineless EC must wake up."
89927,2019-04-18 06:54:11+00:00,AdGujaratiINC,"Today is the 2nd phase voting for the #LokSabhaElections2019 
Surely go to polling booth &amp; cast your vote for save the India &amp; change the India.. 
#DeshKaMahaTyohar
#2ndPhase #IndiaElections2019
#VOT4CONGRESS
#youth leadersocial#worker
#अदनान गुजराती @RahulGandhi @priyankagandhi"
25521,2019-04-07 14:46:55+00:00,Alankrita_Srv,Rahul Gandhi has more chance to win the elections than RCB winning a match this season. #RCBvDC #RCB #RahulGandhi
41356,2019-03-15 06:01:05+00:00,noumi1971,"@HamzahKingKhan @VORdotcom Guys ignore this troll.....

He's drunk....&amp; dreaming of great India....

Its the actual HINDUTVA that is coming out of him....

Imagine if guys like him are moderate voices in #India then what about the hardliners.....#BJP #BUJRANGDAL etc etc"
31312,2019-03-29 16:06:06+00:00,AnandCorner,@anuraag_saxena @IndiaPrideProj @ReclaimTemples Becoz now #INC is in MP and it wants to milk MP to its fullest as they know they  are noy going to come back in next term. They milked Karnataka earlier to spend in every assembly election they fought and now they are building themselves for loksabha elections
85351,2019-04-22 18:04:34+00:00,SaniRaza,"#LokSabhaElections2019 
#SriLankaBlasts occured b/w #Phase2 #TamilNadu voted &amp; #Phase3 #Kerala #Karnataka &amp; #Goa will vote with significant #Muslims &amp; #Christians. To divide them, their vote &amp; rule out Tamil Issue. #KeralaElection #KarnatakaPolls #GoAndVote #ModiWithTerrorist"
28553,2019-04-02 23:03:59+00:00,WongPing10,"@JhaSanjay We don't need Gandhi or Godse
We need a leader who have vision for India.
Narendra Modi is my choice.
You can be with your #pappuraja #RahulGandhi"
20399,2019-04-14 05:09:36+00:00,bharatgurnani,"What is so wrong if  Mr #AmitShah said he will apply #NRC and not allow any infiltrator except #hindu #sikh #buddist to live in india,their conditions in neighbor countries are worst,their daughters are kidnapped and forcefully married and converted #bjp #indiannationalcongress"
82091,2019-04-25 09:10:46+00:00,BharatKhannaTOI,@AamAadmiParty MLA from #Mansa #NajarSinghManshaia joins @INCIndia before #LokSabhaElections2019
74477,2019-05-05 19:22:36+00:00,rucsb,"Can you articulate one good reason why people should vote for you ? @hansrajhansHRH 
#LokSabhaElections2019"
98612,2019-04-10 19:23:28+00:00,drnitinchaube,"In another few hours India will start writing a new chapter in its history.
We shall start #Vote for #LokSabhaElections2019 with 91 seats to go for first phase, the dust over the fate of next 5 years will begin unsettling, and, what will will become history as destined by people"
17403,2019-04-18 15:17:36+00:00,AnoshMalekar,"Your #Jain friends were exporting #beef then why did you beat #Dalits in Una #Gujarat? Why so many killed in the name of #cowprotection? Now you claim to be 'picchda' (backward caste) for votes? @RajThackeray in #Pune with clips of #Una, Modi interviews
#LokSabhaElections2019"
115960,2019-03-22 10:32:05+00:00,timesofindia,"Shiv Sena releases first list of 21 candidates for #LokSabhaElections2019 

#ElectionsWithTimes"
45044,2019-03-08 15:55:51+00:00,san2arya,"@Actor_Siddharth India drowning with Cheap politics..!!
Shit to these #Congress #BJP 1st"
96817,2019-04-11 09:44:09+00:00,ishan_putra,@swati_gs Good you voted. I will be voting for the 6th time in the Lok Sabha elections 😃. Can't wait #LokSabhaElections2019
2174,2019-05-15 16:54:39+00:00,bakaaasur,This is what happens when an unstoppable force meets an immovable object. #bengal #Election2019 #BengalBattle #BJP #TMC
72890,2019-05-08 03:33:18+00:00,KNVaidy,"#WednesdayWisdom 

Folks forecasting polls based on their biases. Not based on data / research but what they hope for.

Remember. If HOPE is the strategy, PRAYER is risk mitigation.

#LokSabhaElections2019 

#RiskOfficerSpeaketh"
